This column has important keywords, like level name, intro, deaths, end. And alt version for platforms alt-c64 alt-speccy alt-amiga alt-atari (default is CPC with no tag, alt must be after)	Comment (give about about the context of the sentence)	Original french text	Translation ENGLISH	Initial of translator	Word check. Should be less than 168	Translation SPANISH	Initial of translator	Word check. Should be less than 168	Translation ITALIAN	Initial of translator	Word check. Should be less than 168	Translation GREEK	Initial of translator	Word check. Should be less than 168	Translation GERMAN	Initial of translator	Word check. <168	Translation POLISH	Initial of translator	Word check. <168	Translation MALTESE	Initial of translator	Word check. <168	mt
		Bon mes armes sont prêtes. J'ai mon fidèle sabre qui me sera bien utile ici. De ton côté, tu es prêt pour ce combat ? Si tu as besoin VA FAIRE TON PIPI maintenant !	Well my weapons are ready. I have my faithful sword, which should come in handy. And you? Are you ready for this fight? Might be a good time for a PISS BREAK!	CLIVE CK	158	Bueno, mis armas están listas. Tengo mi fiel espada que me será muy útil aquí. Y tú, ¿estás listo para esta pelea? ¡Si necesitas HACER PIS, ahora es buen momento!	robcfg miguelsky	162	Bene, le mie armi sono pronte. Ho la mia fida spada che qui mi sarà molto utile. Tu sei pronto per la battaglia? Se hai bisogno, vai a fare LA PIPI`!	Mr. DVG	149	Λοιπόν, τα όπλα μου είναι  έτοι--μα. Έχω το πιστό μου σπαθί, που θα καθαρίσει εδώ. Όσο για σένα, είσαι έτοιμος για τη μάχη; Αν θες να ΚΑΤΟΥΡΗΣΕΙΣ, τράβα κάντο τώρα!	msg/SK	164	Gut, meine Waffen sind bereit. Ich habe mein treues Schwert, das wird mir sehr helfen. Wie sieht es bei Dir aus? Wenn Du noch PISSEN musst, dann geh jetzt!	Yth	155	Dobra, moje bronie są gotowe. Mam mój zaufany miecz, który na pewno mi się przyda. A Ty, ze swojej strony, jesteś gotowy do walki? Chcesz SIUSIU? To idz teraz!	PS2 SP	159	Ukoll armi tiegħi huma lesti. Għandi xabla tiegħi veru li ħafna se jkun utli hawn. Fuq in-naħa tiegħek, inti lest għal din il-ġlieda? Jekk għandek bżonn VA JAGĦMLU Pee TIEGĦEK issa!		181	Tajba l-armi tiegħi huma lesti. Għandi saber fidili tiegħi li se jkun utli ħafna hawn. Fuq in-naħa tiegħek, lest għal din il-ġlieda? Jekk għandek bżonn inti se tagħmel Pee tiegħek issa!
end		Presse ACTION pour démarrer ! On va lui faire manger ses morts à cette chiure démoniaque !!!   GOOOOOOOOO	Press ACTION to get started! We’re going to make her eat her own demonic shit! GO GO GO!	CLIVE CK	88	Pulsa ACCIÓN para comenzar! ¡¡Vamos a hacerle comer su mierda demoníaca!! ¡VAMOOOOOS!	robcfg miguelsky	85	Premi AZIONE per iniziare! Gli faremo mangiare i suoi stessi morti a questa merda demoniaca!!! GOOOOOOOOO!	Mr. DVG	106	Πάτα ACTION για να ξεκινήσουμε! Θα την κάνουμε κομματάκια, τη δαιμονική κουραδογκόμενα!! ΠΑΜΕΕΕΕ	msg/SK	96	Drücke AKTION, um loszulegen! Wir werden ihr ihre eigene Dämonenscheiße zu fressen geben!\nLOS LOS LOS!	Yth	103	Naciśnij przycisk AKCJI, by zacząć! Zmusimy razem tę demo--niczną zdzirę, by zżarła wszystkie swoje utopione ofiary! NO TO DAWAJ! DO ATAKUUU!!!	PS3 SP	143	Agħfas AZZJONI biex tibda! waħda mejta tiegħu se jagħmel lilu jieklu din chiure demonic !!! GOOOOOOOOO		102	Agħfas azzjoni biex tibda! Aħna se nagħmluh jiekol il-mejtin tiegħu fuq dan is-Chiron Demonic! Goodooooooo
Level91		Original french text. Uppercases words appear in Yellow in game, so keep them uppercase. 	RED = Not translated ORANGE = Translated  GREEN = Translated and verified.	add your initials in that cell		ROJO = Sin traducir ORANGE = Traducido Verde = traducido y verificado.	add your initials in that cell		ROSSO = Non tradotto ARANCIONE = Tradotto Verde = Tradotto e verificato.	add your initials in that cell		ΚΟΚΚΙΝΟ = Χωρίς μετάφραση ORANGE = Μεταφράστηκε Πράσινο = Μεταφρασμένη και επαλήθευσε.	add your initials in that cell		ROT = Nicht übersetzt ORANGE = Übersetzt Grün = übersetzt und verifiziert.	auto	74	RED = Not translated ORANGE = Translated  GREEN = Translated and verified.		74	RED = Not translated ORANGE = Translated  GREEN = Translated and verified.		74	Test oriġinali Franċiż. Kliem ta 'uppercases jidhru fl-isfar fil-logħba, u għalhekk żommhom uppercase. 
intro	first step of fight with the snake woman	Je m'approche de la morue, elle me demande si je la trouve belle. Je lui réponds que j'voudrais même pas de sa gueule pour me torcher le cul ! Quoi pas classe ????	I approach the bitch, and she\n asks if I find her beautiful.\n I reply that I would not even\n want her mouth to wipe my ass!\n Bad move?	CLIVE CK	138	Me acerco a la muy zorra y me pregunta si la encuentro bella. ¡Le digo que ni siquiera querría limpiarme el culo con su boca! ¿He hecho mal?	robcfg miguelsky	140	Mi avvicino allo scorfano, lei mi chiede se la trovo bella. Rispondo che non vorrei nemmeno che la sua bocca mi pulisse il culo! Dici che non ho classe???	Mr. DVG	154	Πλησιάζω το καριολάκι, με ρωτάει αν τη βρίσκω όμορφη. Της απαντάω οτι δεν έχω τη μούρη της ούτε για να σκουπίσω τον κώλο μου! Γαμάτο;	msg/SK	133	Ich nähere mich dem Fischweib. Sie fragt mich, ob ich sie schön finde. Ich antworte, dass ich sie nicht mal meinen Arsch küssen lassen würde! Ob das klug war?	Yth	158	Podchodzę do tej flądry, a ona pyta mnie czy nie uważam, że jest piękna. Odpowiadam jej, że nie i że nawet nie chciałbym, by mi zrobiła loda! He, He. Zła odpowiedź?	PS3 SP	164	I approċċ merluzz, hi tistaqsi jekk inkun jsibuha sbieħ. I wieġbu kif I d lanqas fil-ħalq tagħha biex timsaħ ħmar tiegħi! Liema ebda klassi ????		144	Jien noqgħod fuq il-merluzz, hija titlobni jekk insibha sabiħa. I twieġeb lilu li jien lanqas ma jħossu ħalq tiegħu biex torċ ħmar tiegħi! Dak li ma klassi ????
		Ca l'a vénère grave !! Elle se transforme en serpent démon !! J'arrive plus très bien à voir les zones des frappes, c'est à toi de te débrouiller la !	It makes her very angry! She turns into a snake demon! I can no longer judge her weak points, it is up to you to manage it!	CLIVE CK	123	¡Monta en cólera! ¡Se transforma en serpiente demonio! ¡No puedo ver sus puntos débiles, te toca arreglártelas!	robcfg miguelsky	111	L'ho fatta davvero incazzare! Si trasforma in un demone serpente! Non riesco più a vedere bene le zone degli attacchi. Tocca a te cavartela!	Mr. DVG	140	Τσατίζεται άσχημα!! Μεταμορφώνεται σε έναν δαίμονα με μορφή φιδιού!! Δεν μπορώ πλέον να δω τις περιοχές των χτυπημάτων, βασίζομαι πάνω σου!	msg/SK	139	Ich habe sie wütend gemacht. Sie wandelt sich in einen Schlangen-\ndämon! Ich kann ihre Schwachstellen nicht mehr ausmachen.\nJetzt liegt es wieder an Dir!	Yth	155	To ją wkurza na poważnie! Zmienia się w demona... węża! Nie daję rady rozpoznać jej słabych punktów! Twoja w tym głowa, by coś z tym zrobić! Popatrz!	PS2 SP	149	Kien meqjuma serju !! Jirriżulta fi dimostrazzjo serp !! I jista 'tajjeb ħafna' tara l-oqsma keystrokes huwa sa inti biex jaħsbu għal lilek innifsek biex!		154	Loading...
		BIEN. Qui dit serpent dit langue et la frapper direct dans la tête est une excellente idée. Ca la surprend et me laisse quelques secondes pour réfléchir.	GOOD. Snakes love their\n tongues - so hitting her directly in the head is a great idea.\n It surprises her and gives me\n a few seconds to think.	CLIVE CK	146	BIEN. Las serpientes adoran sus lenguas y golpearla directamente en la cabeza es una gran idea. La sorprende y me da unos segundos para pensar.	robcfg miguelsky	143	BENE! Chi dice serpente dice lingua e colpirla direttamente in testa è una grande idea. Con mia sorpresa, mi lascia qualche secondo per pensare.	Mr. DVG	144	ΩΡΑΙΑ. Πολύ καλή ιδέα να κοπανήσουμε το φίδι στο κεφάλι. Την ξαφνιάζει και μου δίνει μερικά δευτερόλεπτα να σκεφτώ.	msg/SK	115	GUT. Was macht eine Schlange aus? Ihre Zunge! Also ein kräftiger Schlag gegen ihren Kopf. Das überrascht sie und gibt mir wenige Sekunden zum Nachdenken.	Yth	153	DOBRZE. Czułym miejscem u węży jest ich języki. Szybkie bezpo--średnie uderzenie w głowę jest su--per pomysłem. To zaskakuje ją i daje mi kilka sekund do namysłu.	PS2 SP	162	TAJBA. Min jgħid jgħid lingwa serp u hit dirett fir-ras hija idea kbira. Hija sorpriżi u tħalli lili ftit sekondi biex jaħsbu.		126	Tajjeb. Min jgħid lir-Serp jgħid ilsien u laqatha direttament fir-ras hija idea kbira. Hija sorpriżiha u tħallini ftit sekondi biex naħseb.
		OUI. Bien vu, elle va tenter de me chopper avec sa main droite.\nFAIS LA SEQUENCE pour que je puisse y échapper.	YES. Well spotted. She'll try\n to catch me with her right hand.\n\nDO THE SEQUENCE\n so that I can escape.	CLIVE CK	107	SI. Bien visto, intentará atraparme con su mano derecha.\nHAZ LA SECUENCIA para que pueda escapar.	robcfg miguelsky	98	SI! Bene, ora lei cercherà di afferrarmi con la mano destra.\nESEGUI LA SEQUENZA in modo che io possa evitarla.	Mr. DVG	111	ΝΑΙ. Πολύ καλά το είδες, θα προσπαθήσει να με πιάσει με το δεξί της χέρι. ΚΑΝΕ ΤΗΝ ΑΚΟΛΟΥΘΙΑ, για να ξεφύγω.	msg/SK	108	JA. Gut gesehen. Sie versucht, mich mit ihrer rechten Hand zu fassen.\nSCHAFFE DIE SEQUENZ, damit ich entkommen kann.	Yth	117	DOBRZE! Dzięki, za pomoc! Ta bestia próbuje mnie chwycić swoją PRAWĄ, ohydną ręką!\nWYKONAJ SEKWENCJĘ abym mógł jej uciec.	PS2 SP	122	IVA. Prosit, se jipprova Chopper lili mal-lemin tiegħu. \ SEKWENZA NFAIS so I tista 'jaħrab.		92	Iva. Se jidher ukoll, hi se tipprova chopper ma 'lemin tagħha. Issa s-sekwenza sabiex inkun nista' naħrab.
		BRAVO. J'esquive sa main. Ca l'énerve !!! Tu savais que les démons bouffaient d'abord ton cul pour atteindre tes intestins qui sont ta conscience ?	BRAVO. I dodge her hand. It pisses her off! Did you know that the demons originally ate your ass to reach your intestines, which are your conscience?	CLIVE CK	149	BRAVO. Esquivo su mano. ¡Se cabrea! ¿Sabías que los demonios se comían tu culo primero para alcanzar tus intestinos que son tu conciencia?	robcfg miguelsky	138	BRAVO! Schivo la sua mano. Questo la irrita! Sai che tanto tempo fa i demoni divoravano i culi della gente raggiungendo i loro intestini? Prendine atto!	Mr. DVG	152	ΜΠΡΑΒΟ. Αποφεύγω το χέρι της και γίνεται πυρ και μανία! Το ξερες οτι οι δαίμονες πρώτα τρώνε τον κώλο σου για να φτάσουν στα έντερα, ό--που βρίσκεται η συνείδησή σου;	msg/SK	166	BRAVO. Ich weiche der Hand aus. Sie zischt erbost. Hast Du gewusst, dass Dämonen zuerst Deinen Arsch essen, weil sie im Darm das Bewusstsein vermuten?	Yth	150	BRAWO. Robię unik i omijam jej łapę! To ją irytuje! Wiedziałeś, że demony najpierw pożerają Twój za--dek, by dotrzeć do Twoich jelit, gdzie jest Twoja świadomość?	PS2 SP	162	PROSET. I Dodge naħa tagħha. Hija jirrita !!! Inti taf l-demons ewwel minfuħ ħmar tiegħek biex jilħqu imsaren tiegħek huma kuxjenza tiegħek?		140	PROSET. Ma nafx idejk. Hija idejquha! Kont taf li d-demons l-ewwel puff ħmar tiegħek biex tilħaq l-imsaren tiegħek li huma l-kuxjenza tiegħek?
		BIEN. Elle va sûrement me frapper avec sa queue.\nFAIS LA SEQUENCE\npour que je puisse y échapper.	OK. She’ll probably\n hit me with her tail.\n\nDO THE SEQUENCE\nso I can escape.	CLIVE CK	80	BIEN. Seguramente me golpeará con su cola.\nHAZ LA SECUENCIA\npara que pueda escapar.	robcfg miguelsky	85	BENE! Probabilmente mi colpirà con la sua coda.\nESEGUI LA SEQUENZA\nin modo che io possa scappare.	Mr. DVG	99	ΟΚ. Μάλλον θα προσπαθήσει να με χτυπήσει με την ουρά της . ΚΑΝΕ ΤΗΝ ΑΚΟΛΟΥΘΙΑ, για να γλιτώσω.	msg/SK	94	OK. Sie wird mich wahrscheinlich mit ihrem Schwanz schlagen.\nFOLGE DER SEQUENZ, damit ich entkommen kann.	Phoenix Yth	106	AJ! UWAŻAJ. Próbuje uderzyć mnie swoim OGONEM!! \nWYKONAJ SEKWENCJĘ\n abym mógł jej uciec. Szybko, aby nie było za późno!	PS2 SP2	121	TAJBA. Hija żgur li se tolqot lili ma denb tiegħu.\nFAIS SEKWENZA\nTO I jistgħu jaħarbu.		88	Tajjeb. Hija żgur li se tolqotni bid-denb tagħha. \ Nfi-sekwenza \ ntow li nista 'jaħrab.
		OUI. Je fais un petit saut et j'évite sa queue puissante.  D'habitude c'est moi qu'on qualifie de queue puissante...	YES. I make a small jump and\n I avoid her powerful tail.\n Usually it's me who's called\n powerful tail...	CLIVE CK	107	Sí. Doy un pequeño salto y esquivo su poderosa cola. Normalmente es a mi al que llaman cola poderosa...	robcfg miguelsky	103	SI`! Faccio un piccolo salto ed evito la sua coda potente. Di solito sono io quello che si qualifica come "coda potente"...	Mr. DVG	123	ΝΑΙ. Κάνω ένα μικρό άλμα και αποφεύγω την πανίσχυρη ουρά της. Αν και συνήθως αποκαλούν τη δική μου, μπροστινή ουρά ως πανίσχυρη,,,	msg/SK	130	JA. Mit einem kurzen Sprung weiche ich ihrem kräftigen Schwanz aus. Sonst geht es ja eigentlich immer um meinen kräftigen Schwanz...	Yth	132	DOSKONALE. Wykonuję podskok czym uniknam jej potężnego ogona i konsekwencji. Hm, zwykle to mnie nazywają potężnyn ogonem! Dobra, bez żartów! Czas ucieka!	PS2 SP	153	IVA. I do qabża ftit u jien jevitaw denb qawwija tiegħu. Normalment huwa me li jikkwalifika denb qawwija ...		108	Iva. Jien nagħmel ftit qabża u nevita d-denb qawwi tiegħu. Normalment huwa jien nikkwalifikaw għal denb qawwi ...
		TRES BIEN. J'évite de justesse son attaque. On m'avait dit qu'elle pouvait mesurer jusqu'à 300m, comme quoi même les démons se vantent !!!!!	PHEW! I barely avoid her attack. I was told that they could measure up to 300m - I guess\n even demons boast!	CLIVE CK	109	MUY BIEN. Evito su ataque por los pelos. Dicen que pueden medir hasta 300 m. ¡Hasta los demonios alardean!	robcfg miguelsky	106	MOLTO BENE! Evito per un pelo il suo attacco. Mi è stato detto che poteva misurare anche 300m.  Wow! Anche i demoni hanno di che vantarsi!!!	Mr. DVG	140	ΠΟΛΥ ΚΑΛΑ. Με το ζόρι αποφεύγω την επίθεσή της. Μου χουν πει οτι μπορεί να φτάσει ως 300 μέτρα, σαν δαιμονικός βόας!!!	msg/SK	118	SEHR GUT. Ich bin dem Angriff knapp entkommen. Mir wurde erzählt, Schlangendämonen werden bis zu 300m lang. Vermutlich geben aber auch Dämonen nur an!	Yth	150	FJU!. Ledwo mi się udało uniknąć tego ataku. Mówiono mi, że jej ogon może mieć nawet do 300m! Ha nawet i demony lubią się przechwalać, he, he!!!	PS2 SP	144	TAJJEB ĦAFNA. I dejjaq evitat attakk tiegħu. I kien qal li jista 'jkun sa 300m, bħal dak li anki Demons jiftaħar !!!!!		118	Loading...
		OUI. Bien vu, elle va tenter de me chopper avec sa main gauche.\nFAIS LA SEQUENCE pour que je puisse y échapper.	YES. Good call - she will try\n to catch me with her left hand.\n\nDO THE SEQUENCE\nso that I can escape.	CLIVE CK	105	SI. Bien hecho, intentará agarrarme con la mano izquierda.\nHAZ LA SECUENCIA\npara que pueda escapar.	robcfg miguelsky	101	SI! Bene, ora lei cercherà di afferrarmi con la mano sinistra.\nESEGUI LA SEQUENZA\nin modo che io possa evitarla.	Mr. DVG	114	ΝΑΙ. Καλά το είδες οτι θα προσπαθήσει να με πιάσει με το αριστερό χέρι. ΚΑΝΕ ΤΗΝ ΑΚΟΛΟΥΘΙΑ, για να γλιτώσω.	msg/SK	107	JA. Gut gesehen. Mit ihrer linken Hand will sie mich schnappen.\nSCHAFFE DIE SEQUENZ, damit ich ausweichen kann.	Yth	112	Masz WYCZUCIE! Tak, będzie próbowała mnie złapać LEWĄ ręką.\nWYKONAJ SEKWENCJĘ abym mógł uciec.	PS2 SP	95	IVA. Prosit, se jipprova Chopper lili mal-xellug tiegħu. \ SEKWENZA NFAIS so I tista 'jaħrab.		93	Iva. Rajt ukoll, hi se tipprova chopper bl-naħa tax-xellug tagħha. Issa s-sekwenza sabiex inkun nista 'naħrab.
		BRAVO. J'évite sa main gauche qui tente de m'attraper. Elle est de plus en plus en colère !! Vas-y, continue, on va l'user un peu avant de lui rentrer dedans.	BRAVO. I avoid her left hand trying to catch me. She's getting more and more angry! Go on, go on, we’ll wear her out a little before we get in her way.	CLIVE CK	151	BRAVO. Evito que su mano izquierda me atrape. ¡Está cada vez más mosqueada! Venga, sigue, vamos a agotarla un poco antes de atacarla.	robcfg miguelsky	133	BRAVO! Evito la sua mano sinistra, che cerca di afferrarmi. E`sempre più incazzata! Va bene  così, stanchiamola un pò prima di metterla al tappeto!	Mr. DVG	147	ΜΠΡΑΒΟ. Αποφεύγω το χέρι της πριν με πιάσει. Γίνεται όλο και πιο έξαλλη από θυμό! Πάμε, πάμε, ας την φθείρουμε λιγάκι, πριν την αποτελειώσουμε.	msg/SK	143	BRAVO. Ihre Hand greift ins Leere. Sie wird immer wütender! Mach weiter so, wir zermürben sie noch etwas vor der richtigen Konfrontation.	Yth	137	ŚWIETNY REFLEKS. Unikam jej lewej ręki, którą stara się mnie capnąć. Jest coraz bardziej wkurzo--na! TAK! Pomęczymy ją trochę zanim na poważnie weźmiemy się za nią.	PS2 SP	164	PROSET. I tevita naħa tax-xellug tiegħu jippruvaw jaqbdu lili. Huwa dejjem rrabjata !! Mur fuq, tkompli, aħna ser tuża ftit qabel fis lilu.		139	PROSET. Nevita l-xellug tiegħu li jipprova jaqbadni. Hija iktar u iktar rrabjata! Mur, kompli, aħna nużawha ftit qabel ma nimxu lura.
		BIEN. Un dernier saut pour éviter une nouvelle attaque de sa queue. Jusque-là tout va bien. On va passer à la vitesse supérieure vu qu'elle est bien furax !	OK. One last jump to avoid\n a new attack by her tail.\n So far, so good. We’re going to\n knock it up a notch, because\n she’s really pissed off!	CLIVE CK	146	BIEN. Un último salto para evitar un nuevo ataque de su cola. Hasta ahora todo va bien. ¡Démosle cera aprovechando que está muy cabreada!	robcfg miguelsky	137	BENE!  Un ultimo salto per evitare il nuovo attacco di coda. Fin qui tutto bene. Dobbiamo andare avanti perché ora è proprio incazzata nera!	Mr. DVG	140	ΟΚ. Ένα τελευταίο άλμα, για να αποφύγω ένα νέο χτύπημα με την ουρά. Ως εδώ καλά. Πάμε τσίτα τα γκάζια, γιατί έχει σκυλιάσει απίστευτα!	msg/SK	134	GUT. Ein letzter Sprung, um einem weiteren Schwanzschlag zu entgehen. So weit, so gut. Sie ist jetzt rasend vor Wut! Gehen wir einen Schritt weiter!	Yth	148	OSTATNI skok i unikam jej kolej--nego ataku ogona. Jak na razie wszystko gra, ale to KONIEC zabawy. Zaczynamy działać poważnie! Patrz! Ona jest już naprawdę wściekła!	PS2 SP	166	TAJBA. A aħħar jaqbżu biex tevita attakk ġdid ta 'denb tagħha. S'issa hekk tajjeb. Aħna se timxi fis-irkaptu għolja peress li hija qed pissed!		142	Tajjeb. Qabża waħda aħħar biex jevitaw attakk ġdid fuq denb tiegħu. S'issa daqshekk tajjeb. Aħna se jmorru għall-veloċità ta 'fuq peress li hi furax!
